编号,内容,"评判维度：物价、交通、卫生、环境、安全、服务、游览、购物
评分规则：高到低，依次为5分，4分，3分，2分，1分",维度,评分（5分制）,关键词判断（从句子中的某些词语得到关键词）
,分句1,两个家庭一起出游,无,0, 无
,分句2,选择了三居公寓,无,0, 无
,分句3,面积很大,环境,4, 无
,分句4,视野很好,环境,4, 无
,分句5,正对广州塔,环境,4, 无
,分句6,室内各项电器齐全,无,0, 无
,分句7,很满意,无,0, 无
,分句8,雅诗阁地处广州的金融中心,环境,5, 无
,分句9,周边商城和食街很多,环境,4, 无
,分句10,博物馆、图书馆、广州塔步行可到达,交通,5, 无
,分句11,距地铁很近,交通,5, 无
,分句12,去机场和长隆都是直达,交通,5, 无
,分句13,朋友都夸我这个酒店选的好,无,4, 无
,,,,,
1579,整体评论,烂到一种境界了，到了接待没有人，保安叫来爱搭不理，进了房间没有网络，电话过去问我在客厅还是卧室，这个点在客厅上网我也就是醉了，然后告知我叫工程部的师傅来，现在已经等了很久了，我看今晚别睡了，真是垃圾！周边这个价位可选择的酒店很多，别上当！,总体,2,
,分句1,烂到一种境界了,无,0, 无
,分句2,到了接待没有人,服务,2, 无
,分句3,保安叫来爱搭不理,服务,2, 无
,分句4,进了房间没有网络,服务,3, 无
,分句5,电话过去问我在客厅还是卧室,无,0, 无
,分句6,这个点在客厅上网我也就是醉了,无,0, 无
,分句7,然后告知我叫工程部的师傅来,无,0, 无
,分句8,现在已经等了很久了,无,0, 无
,分句9,我看今晚别睡了,无,0, 无
,分句10,真是垃圾,无,0, 无
,分句11,周边这个价位可选择的酒店很多,无,0, 无
,分句12,别上当,无,0, 无
,,,,,
1580,整体评论,坐落于广州最繁华的中心商务区。步行5分钟就到美国领事馆。办签证首选。酒店很新，设施很好而且停车场位置充足。我们退房时不慎遗落两件儿童衣服酒店非常及时就通知到我。唯一美中不足的是餐厅的一位厨师态度比较生硬。总体来说，值得推荐。有机会还会住。,总体,4,
,分句1,坐落于广州最繁华的中心商务区,环境,4, 无
,分句2,步行5分钟就到美国领事馆,环境,4, 无
,分句3,办签证首选,无,0, 无
,分句4,酒店很新,无,0, 无
,分句5,设施很好而且停车场位置充足,服务,5,停车位充足
,分句6,我们退房时不慎遗落两件儿童衣服酒店非常及时就通知到我,服务,4, 无
,分句7,唯一美中不足的是餐厅的一位厨师态度比较生硬,服务,3, 无
,分句8,总体来说,无,0, 无
,分句9,值得推荐,无,0, 无
,分句10,有机会还会住,无,0, 无
,,,,,
1581,整体评论,高大上的酒店。非常好的酒店公寓，房间很大，设施齐全，用品有档次。在该地区算是性价比很高的酒店，早餐与高档5星相比略一般，但综合考虑，已经是非常不错了！唯一不足是卫生间只有浴缸，没有淋浴，有点不方便。,总体,4,
,分句1,高大上的酒店,无,0, 无
,分句2,非常好的酒店公寓,环境,4, 无
,分句3,房间很大,环境,4, 无
,分句4,设施齐全,服务,3, 无
,分句5,用品有档次,无,0, 无
,分句6,在该地区算是性价比很高的酒店,无,0, 无
,分句7,早餐与高档5星相比略一般,服务,4, 无
,分句8,但综合考虑,无,0, 无
,分句9,已经是非常不错了,无,0, 无
,分句10,唯一不足是卫生间只有浴缸,卫生,3, 无
,分句11,没有淋浴,卫生,3, 无
,分句12,有点不方便,无,0, 无
,,,,,
1582,整体评论,酒店位置很好，就在花城广场的边上，夜景很漂亮，酒店下楼左转就到，吃饭购物也很方便，花城汇地下一层全部是吃的，晚上还有酒吧，离广州友谊商店也很近，酒店两晚的押金大概是总房费的一半，回房间17层一下的是需要刷房卡，唯一不足一点就是房间偏小,总体,4,
,分句1,酒店位置很好,无,0, 无
,分句2,就在花城广场的边上,环境,4, 无
,分句3,夜景很漂亮,环境,4, 无
,分句4,酒店下楼左转就到,无,0, 无
,分句5,吃饭购物也很方便,环境,5, 无
,分句6,花城汇地下一层全部是吃的,环境,5, 无
,分句7,晚上还有酒吧,环境,4, 无
,分句8,离广州友谊商店也很近,环境,4, 无
,分句9,酒店两晚的押金大概是总房费的一半,物价,4, 无
,分句10,回房间17层一下的是需要刷房卡,无,0, 无
,分句11,唯一不足一点就是房间偏小,无,0, 无
,,,,,
1583,整体评论,早餐偏西式 到时间收餐很快 😄.房间可以加床因春节人多，必须办理入住时强调说好.酒店位置很好，花城汇吃逛很方便 .房价2000真实偏高了,总体,3,
,分句1,早餐偏西式,无,0, 无
,分句2,到时间收餐很快,服务,3, 无
,分句3,房间可以加床因春节人多,服务,4, 无
,分句4,必须办理入住时强调说好,无,0, 无
,分句5,酒店位置很好,无,0, 无
,分句6,花城汇吃逛很方便,环境,4, 无
,分句7,房价2000真实偏高了,物价,3, 无
,,,,,
1584,整体评论,服务很差，连个升级都没有。 1300多定的，结果当天携程自己下调价格到1100，前台不仅给我安排了低楼层。而且也不愿意升级，是个不通情达理的女生。,总体,3,
,分句1,服务很差,服务,3, 无
,分句2,连个升级都没有,服务,3, 无
,分句3,1300多定的,物价,3, 无
,分句4,结果当天携程自己下调价格到1100,物价,3, 无
,分句5,前台不仅给我安排了低楼层,无,0, 无
,分句6,而且也不愿意升级,无,0, 无
,分句7,是个不通情达理的女生,无,0, 无
,,,,,
1585,整体评论,没见过硬件条件如此差的五星级酒店，卫生间极小，尤其洗面池大概一张A4纸那么大，如家比它都强太多，浴缸竞然是个小四方型，刚够坐下，躺着没门。床头柜刚够放下一部电话，这还要一千多，坑到极致了。唯一优点是卫生还行。奇怪为什么那么多5分,总体,2,
,分句1,没见过硬件条件如此差的五星级酒店,环境,3, 无
,分句2,卫生间极小,环境,3, 无
,分句3,尤其洗面池大概一张A4纸那么大,环境,2, 无
,分句4,如家比它都强太多,无,0, 无
,分句5,浴缸竞然是个小四方型,环境,2, 无
,分句6,刚够坐下,无,0, 无
,分句7,躺着没门,无,0, 无
,分句8,床头柜刚够放下一部电话,环境,2, 无
,分句9,这还要一千多,物价,2, 无
,分句10,坑到极致了,无,0, 无
,分句11,唯一优点是卫生还行,卫生,3, 无
,分句12,奇怪为什么那么多5分,无 ,0, 无
,,,,,
1586,整体评论,凌晨12点以后，酒店四种服务电话：宾客服务，客房服务，礼宾部，前台，没人接，谁体验过？还是广州评分最高的酒店，4.7分？谁给评的？携程认识人啊？？？,总体,2,
,分句1,凌晨12点以,无,0, 无
,分句2,酒店四种服务电话,服务,2, 无
,分句3,宾客服务,无,0, 无
,分句4,客房服务,无,0, 无
,分句5,礼宾部,无,0, 无
,分句6,前台,无,0, 无
,分句7,没人接,服务,2, 无
,分句8,谁体验过,无,0, 无
,分句9,还是广州评分最高的酒,无,0, 无
,分句10,4.7分,无,0, 无
,分句11,谁给评的,无,0, 无
,分句12,携程认识人,无,0, 无
,,,,,
1587,整体评论,娃放假带了来玩，入住威斯汀，好开心。我们跟前台要了高楼层看朝南的房间，进了房间一看是正对着小蛮腰的，好赞！25层往外看夜景，妥妥滴享受！泳池有室内室外两个，室外的很赞，可惜天气冷游不了，室内的小了些！服务生都蛮热情的，大品牌有保证！酒店位置好，出行很方便，离地铁站、点都德都很近！推荐！,总体,4,
,分句1,娃放假带了来玩,无,0, 无
,分句2,入住威斯汀,无,0, 无
,分句3,好开心,无,0, 无
,分句4,我们跟前台要了高楼层看朝南的房间,服务,4, 无
,分句5,进了房间一看是正对着小蛮腰的,环境,4, 无
,分句6,好赞,无,0, 无
,分句7,25层往外看夜景,无,0, 无
,分句8,妥妥滴享受,无,0, 无
,分句9,泳池有室内室外两个,环境,5, 无
,分句10,室外的很赞,无,0, 无
,分句11,可惜天气冷游不了,无,0, 无
,分句12,室内的小了些,无,0, 无
,分句13,服务生都蛮热情的,服务,4, 无
,分句14,大品牌有保证,无,0, 无
,分句15,酒店位置好,无,0, 无
,分句16,出行很方便,交通,3, 无
,分句17,离地铁站、点都德都很近,交通,4, 无
,分句18,推荐！,无,0, 无
,,,,,
1588,整体评论,行政楼层房间很大，37层放眼广州全景，夜景真的不错，没有在酒店里用餐，距离点都德只有5分钟路程，基本承包了我们的餐食。马路对面就是商场，商场旁边就是地铁3号线，交通很方便。,总体,4,
,分句1,行政楼层房间很大,无,0, 无
,分句2,37层放眼广州全景,环境,5, 无
,分句3,夜景真的不错,环境,4, 无
,分句4,没有在酒店里用餐,无,0, 无
,分句5,距离点都德只有5分钟路程,环境,4, 无
,分句6,基本承包了我们的餐食,无,0, 无
,分句7,马路对面就是商场,环境,4, 无
,分句8,商场旁边就是地铁3号线,交通,4, 无
,分句9,交通很方便,交通,4, 无
,,,,,
1589,整体评论,酒店位置相当好，铁路、地铁、公交都很方便，出于繁华地段，附近商铺餐饮也很多，房间很大，就是卫生间设施一般，与五星级酒店不太相称，酒店大堂不大，但是服务很好，服务员有礼貌，就是价格稍贵，总体还是不错的,总体,4,
,分句1,酒店位置相当好,无,0, 无
,分句2,铁路、地铁、公交都很方便,交通,4, 无
,分句3,出于繁华地段,环境,5, 无
,分句4,附近商铺餐饮也很多,环境,4, 无
,分句5,房间很大,无,0, 无
,分句6,就是卫生间设施一般,卫生,3, 无
,分句7,与五星级酒店不太相称,无,0, 无
,分句8,店大堂不大,无,0, 无
,分句9,但是服务很好,服务,4, 无
,分句10,服务员有礼貌,服务,4, 无
,分句11,就是价格稍贵,物价,3, 无
,分句12,总体还是不错的,无,0, 无
,,,,,
1590,整体评论,我住的是行政套房，空间还是很大，因为住33楼吧，往下看夜景特别美，对面就是公园，又靠近东站，又靠近商城购物很方便，酒店的位置很好，游泳池有点小，水比较干净，健身房器材也不多，但是比较少人，天气好能够看到前面的球场，周围高楼林立，视野开阔，远处刚好看到露出来的小蛮腰，非常开心的一次入住，没有品尝早餐，出去吃的点都德。,总体,4,
,分句1,我住的是行政套房,无,0, 无
,分句2,空间还是很大,无,0, 无
,分句3,因为住33楼吧,环境,4, 无
,分句4,往下看夜景特别美,环境,4, 无
,分句5,对面就是公园,环境,4,公园
,分句6,又靠近东站,交通,4,近东站
,分句7,又靠近商城购物很方便,购物,3, 无
,分句8,酒店的位置很好,无,0, 无
,分句9,游泳池有点小,无,0, 无
,分句10,水比较干净,卫生,4, 无
,分句11,健身房器材也不多,无,0, 无
,分句12,但是比较少人,无,0, 无
,分句13,天气好能够看到前面的球场,无,0, 无
,分句14,周围高楼林立,环境,4,高楼林立
,分句15,视野开阔,无,0, 无
,分句16,远处刚好看到露出来的小蛮腰,无,0, 无
,分句17,非常开心的一次入住,无,0, 无
,分句18,没有品尝早餐,无,0, 无
,分句19,出去吃的点都德, 无,0, 无
,,,,,
1591,整体评论,地理位置好，距广州东站步行5分钟，每个小时酒店有免费巴士送东站。服务不错，游池很棒，室内室外各一个，更衣室里还有温水泡池。双床房是2张1.2米的床，可以拼在一起，适合带孩子住！周边餐厅很多，距地铁也近，到各个地方都方便。,总体,4,
,分句1,地理位置好,无,0, 无
,分句2,距广州东站步行5分钟,交通,4, 无
,分句3,每个小时酒店有免费巴士送东站,服务,4, 无
,分句4,服务不错,服务,4, 无
,分句5,游池很棒,环境,4, 无
,分句6,室内室外各一个,无,0, 无
,分句7,更衣室里还有温水泡池,无,0, 无
,分句8,双床房是2张1.2米的床,无,0, 无
,分句9,可以拼在一起,无,0, 无
,分句10,适合带孩子住,无,0, 无
,分句11,周边餐厅很多,环境,4, 无
,分句12,距地铁也近,交通,4, 无
,分句13,到各个地方都方便,无,0, 无
,,,,,
1592,整体评论,林和西地铁站就在对面，步行3-5分钟即可到达，是我本人目前为止入住过最舒服的酒店，小建议，希望酒店在客房内部细节方面再做考虑，700-900元的价位，牙膏牙刷洗发水沐浴露一方面，以及客房床铺软硬度这一方面，可以升级优化，根据客人喜好，在每天晚上10点后入住的客人，希望可以延迟第二天退房的时间，不要固定在中午12点。,总体,4,
,分句1,林和西地铁站就在对面,交通,4, 无
,分句2,步行3-5分钟即可到达,交通,4, 无
,分句3,是我本人目前为止入住过最舒服的酒店,无,0, 无
,分句4,小建议,无,0, 无
,分句5,希望酒店在客房内部细节方面再做考虑,无,0, 无
,分句6,700-900元的价位,物价,4, 无
,分句7,牙膏牙刷洗发水沐浴露一方面,无,0, 无
,分句8,以及客房床铺软硬度这一方面,无,0, 无
,分句9,可以升级优化,无,0, 无
,分句10,根据客人喜好,无,0, 无
,分句11,在每天晚上10点后入住的客人,无,0, 无
,分句12,希望可以延迟第二天退房的时间,无,0, 无
,分句13,不要固定在中午12点,无,0, 无
,,,,,
1593,整体评论,酒店前臺的服務態度超級差，這是我住過那麼多酒店第一評價，登記入住時 我剛走到面台 前台只有一個人在說電話應該是說工作上的事情，我站着等她說完，她說完後還按了一會手機，按完手機就對我說 ：可以了。然後前台把我的証件拿去就扔在自己面前 而已沒有一點笑容 像死人那樣。如果你這是兩三百元的價格我沒所謂，但六七百價錢的酒店前台居然是這樣的服務態度。,总体,3,
